Episode #, Reward, Time, Num_feedbacks, agent_pos, is_done, username
0, 0, 10083, 0, [1, 3], False, None
0, -1, 12083, 0, [2, 3], False, None
0, -2, 14084, 0, [3, 3], True, None
0, 3, 18297, 0, [3, 3], True
1, 0, 13077, 0, [1, 3], False, None
1, -1, 15075, 0, [2, 3], False, None
1, -2, 17086, 0, [3, 3], True, None
1, 3, 20315, 0, [3, 3], True
2, 0, 13078, 0, [1, 3], False, None
2, -1, 15077, 0, [2, 3], False, None
2, -2, 17079, 0, [3, 3], True, None
2, 3, 20253, 0, [3, 3], True
